system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Latitude,Longitude,NDVI,NDWI,QA10,QA20,QA60,.geo
0_+861677+204038,1358.0,17.5,1036.5,828.0,1100.0,946.0,928.5,916.5,981.0,1067.0,995.0,1119.5,282.0,18.329090309882098,77.40580682318989,0.03484409302473068,-0.020432617515325546,0.0,0.0,0.0,
0_+861677+204039,1358.0,17.5,1065.5,836.5,1101.5,945.5,927.5,920.5,982.5,1068.0,1012.0,1128.0,282.0,18.32918014141051,77.40580682318989,0.04384733736515045,-0.025673428550362587,0.0,0.0,0.0,
0_+861677+204040,1358.0,17.5,1065.5,836.5,1099.5,949.0,933.5,920.5,982.5,1068.0,1014.0,1128.0,282.0,18.32926997293892,77.40580682318989,0.04155648872256279,-0.024722754955291748,0.0,0.0,0.0,
0_+861677+204041,1364.5,17.5,1185.5,937.5,1117.5,961.5,969.0,968.0,1047.0,1142.0,1064.5,1235.5,307.5,18.329359804467334,77.40580682318989,0.04729592800140381,-0.053528714925050735,0.0,0.0,0.0,
0_+861677+204042,1364.5,17.5,1185.5,937.5,1127.0,987.5,1004.5,968.0,1047.0,1142.0,1141.5,1235.5,307.5,18.329449635995747,77.40580682318989,0.06399056315422058,-0.018630214035511017,0.0,0.0,0.0,
0_+861678+204010,1391.5,18.0,1527.0,1160.0,1153.0,1012.0,1060.0,1079.5,1242.0,1393.5,1298.5,1539.5,400.0,18.326575027086562,77.4058966547183,0.1011446863412857,-0.08092069625854492,0.0,0.0,0.0,
0_+861678+204011,1307.0,9.0,1299.0,982.0,1046.0,935.0,907.0,957.0,1153.0,1249.0,1277.0,1377.0,403.0,18.326664858614976,77.4058966547183,0.16941392421722412,-0.008540372364223003,0.0,0.0,0.0,
0_+861678+204012,1378.0,17.5,1284.5,962.5,1096.0,937.5,898.5,965.5,1122.0,1225.5,1215.0,1371.5,345.5,18.32675469014339,77.4058966547183,0.14966386556625366,-0.028334202244877815,0.0,0.0,0.0,
0_+861678+204013,1378.0,17.5,1351.0,1044.5,1124.0,962.0,964.5,1008.5,1107.0,1236.5,1123.5,1331.0,345.5,18.3268445216718,77.4058966547183,0.07710269838571548,-0.09134835749864578,0.0,0.0,0.0,
0_+861678+204014,1378.0,17.5,1351.0,1044.5,1150.0,1005.5,1042.5,1008.5,1107.0,1236.5,1231.5,1331.0,345.5,18.326934353200212,77.4058966547183,0.08336877822875977,-0.045766543596982956,0.0,0.0,0.0,
0_+861678+204015,1378.0,17.5,1504.0,1137.0,1143.0,1020.5,1054.5,1092.0,1251.0,1409.0,1375.5,1555.5,345.5,18.327024184728625,77.4058966547183,0.1312430053949356,-0.0452088937163353,0.0,0.0,0.0,
0_+861678+204016,1378.0,17.5,1504.0,1137.0,1134.0,1013.5,1037.5,1092.0,1251.0,1409.0,1480.5,1555.5,345.5,18.327114016257035,77.4058966547183,0.17587509751319885,-0.008033703081309795,0.0,0.0,0.0,
0_+861678+204017,1450.0,27.0,1391.0,1034.0,1199.0,1055.0,1099.0,1045.0,1174.0,1323.0,1318.0,1454.0,280.0,18.327203847785448,77.4058966547183,0.09060819447040558,-0.02694721333682537,0.0,0.0,0.0,
0_+861678+204018,1370.5,17.5,1406.0,1074.5,1143.5,994.5,1017.0,1054.0,1207.5,1338.5,1243.0,1466.5,327.5,18.327293679313858,77.4058966547183,0.09996897727251053,-0.061611682176589966,0.0,0.0,0.0,
0_+861678+204019,1370.5,17.5,1195.0,930.0,1107.0,956.0,948.0,939.0,1037.0,1169.0,1106.0,1205.5,327.5,18.32738351084227,77.4058966547183,0.07687733322381973,-0.03877810761332512,0.0,0.0,0.0,
0_+861678+204020,1370.5,17.5,1195.0,930.0,1100.5,939.0,938.0,939.0,1037.0,1169.0,1040.0,1205.5,327.5,18.327473342370684,77.4058966547183,0.05213775485754013,-0.06934571266174316,0.0,0.0,0.0,
0_+861678+204021,1370.5,17.5,1219.0,947.0,1098.5,940.0,938.5,964.5,1084.0,1195.5,1037.0,1311.0,327.5,18.327563173899094,77.4058966547183,0.050144534558057785,-0.080042764544487,0.0,0.0,0.0,
0_+861678+204022,1370.5,17.5,1219.0,947.0,1144.0,976.0,1014.5,964.5,1084.0,1195.5,1141.5,1311.0,327.5,18.327653005427507,77.4058966547183,0.058780986815690994,-0.03380869701504707,0.0,0.0,0.0,
0_+861678+204023,1374.0,18.0,1337.0,992.0,1164.5,1035.0,1065.0,1052.0,1137.5,1236.0,1245.0,1363.5,340.0,18.32774283695592,77.4058966547183,0.0777244046330452,-0.0358550101518631,0.0,0.0,0.0,
0_+861678+204024,1374.0,18.0,1337.0,992.0,1124.0,995.5,1012.0,1052.0,1137.5,1236.0,1174.0,1363.5,340.0,18.32783266848433,77.4058966547183,0.07332156598567963,-0.06558647751808167,0.0,0.0,0.0,
0_+861678+204025,1374.0,18.0,1433.5,1023.0,1145.0,1015.5,1022.5,1076.0,1386.0,1555.0,1292.5,1737.0,340.0,18.327922500012743,77.4058966547183,0.11681169271469116,-0.05184889957308769,0.0,0.0,0.0,
0_+861678+204026,1374.0,18.0,1433.5,1023.0,1139.0,1009.5,1019.0,1076.0,1386.0,1555.0,1226.5,1737.0,340.0,18.328012331541156,77.4058966547183,0.09260181337594986,-0.07786379754543304,0.0,0.0,0.0,
0_+861678+204027,1374.0,18.0,1270.5,966.5,1134.5,994.0,1026.0,1007.5,1123.5,1231.5,1191.5,1306.5,340.0,18.328102163069566,77.4058966547183,0.07465784251689911,-0.032012972980737686,0.0,0.0,0.0,
0_+861678+204028,1374.0,18.0,1270.5,966.5,1128.0,980.5,997.5,1007.5,1123.5,1231.5,1122.5,1306.5,340.0,18.32819199459798,77.4058966547183,0.059194568544626236,-0.06171850860118866,0.0,0.0,0.0,
0_+861678+204029,1367.0,17.5,1244.5,947.0,1127.0,990.5,977.5,1020.5,1111.0,1250.5,1084.5,1322.0,308.0,18.32828182612639,77.4058966547183,0.052256371825933456,-0.06859677284955978,0.0,0.0,0.0,
0_+861678+204030,1367.0,17.5,1244.5,947.0,1120.5,981.5,992.0,1020.5,1111.0,1250.5,1095.5,1322.0,308.0,18.328371657654802,77.4058966547183,0.04987427964806557,-0.06355462968349457,0.0,0.0,0.0,
0_+861678+204031,1367.0,17.5,1247.5,953.0,1143.0,992.0,1021.0,1018.5,1158.5,1269.0,1149.0,1363.5,308.0,18.328461489183216,77.4058966547183,0.059224408119916916,-0.04146910086274147,0.0,0.0,0.0,
0_+861678+204032,1367.0,17.5,1247.5,953.0,1139.0,1009.5,1016.0,1018.5,1158.5,1269.0,1170.5,1363.5,308.0,18.328551320711625,77.4058966547183,0.06985780596733093,-0.032578833401203156,0.0,0.0,0.0,
0_+861678+204033,1367.0,17.5,1151.0,885.5,1117.0,963.0,973.0,948.0,1038.5,1138.0,1081.0,1193.5,308.0,18.32864115224004,77.4058966547183,0.05177515372633934,-0.031966645270586014,0.0,0.0,0.0,
0_+861678+204034,1367.0,17.5,1151.0,885.5,1104.0,948.5,944.5,948.0,1038.5,1138.0,1019.5,1193.5,308.0,18.328730983768452,77.4058966547183,0.03830626979470253,-0.06043563038110733,0.0,0.0,0.0,
0_+861678+204035,1358.0,17.5,1056.0,825.0,1103.5,942.0,936.0,920.0,977.0,1071.0,1017.5,1143.0,282.0,18.32882081529686,77.4058966547183,0.0418647825717926,-0.018588481470942497,0.0,0.0,0.0,
0_+861678+204036,1358.0,17.5,1056.0,825.0,1104.0,944.0,932.0,920.0,977.0,1071.0,1007.0,1143.0,282.0,18.328910646825275,77.4058966547183,0.038924265652894974,-0.023742977529764175,0.0,0.0,0.0,
0_+861678+204037,1358.0,17.5,1036.5,828.0,1097.5,949.5,930.5,916.5,981.0,1067.0,994.5,1119.5,282.0,18.329000478353688,77.4058966547183,0.03341386467218399,-0.020674699917435646,0.0,0.0,0.0,
0_+861678+204038,1358.0,17.5,1036.5,828.0,1102.0,946.5,929.5,916.5,981.0,1067.0,992.5,1119.5,282.0,18.329090309882098,77.4058966547183,0.03289581835269928,-0.021681375801563263,0.0,0.0,0.0,
0_+861678+204039,1358.0,17.5,1065.5,836.5,1103.0,941.5,924.5,920.5,982.5,1068.0,992.5,1128.0,282.0,18.32918014141051,77.4058966547183,0.03570946305990219,-0.03538821265101433,0.0,0.0,0.0,
0_+861678+204040,1358.0,17.5,1065.5,836.5,1104.5,943.5,929.5,920.5,982.5,1068.0,982.5,1128.0,282.0,18.32926997293892,77.4058966547183,0.028129147365689278,-0.04045327752828598,0.0,0.0,0.0,
0_+861678+204041,1364.5,17.5,1185.5,937.5,1102.0,948.5,938.5,968.0,1047.0,1142.0,1017.0,1235.5,307.5,18.329359804467334,77.4058966547183,0.04037679359316826,-0.07608725130558014,0.0,0.0,0.0,
0_+861678+204042,1364.5,17.5,1185.5,937.5,1110.5,972.5,978.5,968.0,1047.0,1142.0,1070.0,1235.5,307.5,18.329449635995747,77.4058966547183,0.04479832947254181,-0.051288902759552,0.0,0.0,0.0,
0_+861679+204010,1391.5,18.0,1527.0,1160.0,1159.5,1024.5,1069.0,1079.5,1242.0,1393.5,1281.5,1539.5,400.0,18.326575027086562,77.40598648624672,0.0891532227396965,-0.08851407468318939,0.0,0.0,0.0,
0_+861679+204011,1378.0,17.5,1284.5,962.5,1111.5,964.0,973.0,965.5,1122.0,1225.5,1162.5,1371.5,345.5,18.326664858614976,77.40598648624672,0.08872833847999573,-0.04986947402358055,0.0,0.0,0.0,
0_+861679+204012,1378.0,17.5,1284.5,962.5,1103.5,950.5,945.0,965.5,1122.0,1225.5,1097.5,1371.5,345.5,18.32675469014339,77.40598648624672,0.07492399215698242,-0.07849647849798203,0.0,0.0,0.0,
0_+861679+204013,1378.0,17.5,1351.0,1044.5,1111.5,968.0,975.5,1008.5,1107.0,1236.5,1088.0,1331.0,345.5,18.3268445216718,77.40598648624672,0.054755114018917084,-0.10766580700874329,0.0,0.0,0.0,
0_+861679+204014,1378.0,17.5,1351.0,1044.5,1140.5,1007.0,1042.5,1008.5,1107.0,1236.5,1197.5,1331.0,345.5,18.326934353200212,77.40598648624672,0.0695190280675888,-0.05983314663171768,0.0,0.0,0.0,
0_+861679+204015,1378.0,17.5,1504.0,1137.0,1158.0,1024.0,1070.0,1092.0,1251.0,1409.0,1265.0,1555.5,345.5,18.327024184728625,77.40598648624672,0.08373191207647324,-0.08605717122554779,0.0,0.0,0.0,
0_+861679+204016,1378.0,17.5,1504.0,1137.0,1154.5,1018.5,1066.0,1092.0,1251.0,1409.0,1266.0,1555.5,345.5,18.327114016257035,77.40598648624672,0.08588185906410217,-0.0857640951871872,0.0,0.0,0.0,
0_+861679+204017,1370.5,17.5,1406.0,1074.5,1150.5,1019.5,1057.5,1054.0,1207.5,1338.5,1249.5,1466.5,327.5,18.327203847785448,77.40598648624672,0.08341476321220398,-0.05892019346356392,0.0,0.0,0.0,
0_+861679+204018,1370.5,17.5,1406.0,1074.5,1147.5,995.5,1022.5,1054.0,1207.5,1338.5,1155.0,1466.5,327.5,18.327293679313858,77.40598648624672,0.06037616729736328,-0.09840181469917297,0.0,0.0,0.0,
0_+861679+204019,1370.5,17.5,1195.0,930.0,1114.0,961.5,952.0,939.0,1037.0,1169.0,1048.5,1205.5,327.5,18.32738351084227,77.40598648624672,0.0483357310295105,-0.06529664993286133,0.0,0.0,0.0,
0_+861679+204020,1370.5,17.5,1195.0,930.0,1104.0,947.5,936.5,939.0,1037.0,1169.0,1018.0,1205.5,327.5,18.327473342370684,77.40598648624672,0.04202817380428314,-0.08019322156906128,0.0,0.0,0.0,
