system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Latitude,Longitude,NDVI,NDWI,QA10,QA20,QA60,.geo
1_+861747+203958,1371.0,18.5,1266.0,982.5,1119.0,965.0,976.5,988.0,1060.5,1174.5,1115.0,1239.0,323.0,18.32190378760914,77.41209503017873,0.06672751158475876,-0.0633268654346466,0.0,0.0,0.0,
1_+861747+203959,1371.0,18.5,1266.0,982.5,1117.5,963.5,984.0,988.0,1060.5,1174.5,1097.0,1239.0,323.0,18.321993619137555,77.41209503017873,0.054917071014642715,-0.07152101397514343,0.0,0.0,0.0,
1_+861747+203960,1371.0,18.5,1269.0,999.5,1118.5,968.0,994.0,993.5,1073.0,1172.5,1107.5,1279.0,323.0,18.322083450665968,77.41209503017873,0.05466325581073761,-0.067827507853508,0.0,0.0,0.0,
1_+861747+203961,1371.0,18.5,1269.0,999.5,1131.5,982.0,999.5,993.5,1073.0,1172.5,1122.5,1279.0,323.0,18.322173282194377,77.41209503017873,0.0585777685046196,-0.06112038344144821,0.0,0.0,0.0,
1_+861747+203962,1369.5,17.0,1275.5,1007.0,1138.5,968.5,993.0,1001.5,1073.5,1181.0,1115.5,1272.0,315.5,18.32226311372279,77.41209503017873,0.05869150161743164,-0.06686946004629135,0.0,0.0,0.0,
1_+861747+203963,1369.5,17.0,1275.5,1007.0,1127.5,967.5,979.0,1001.5,1073.5,1181.0,1103.0,1272.0,315.5,18.3223529452512,77.41209503017873,0.05996144935488701,-0.07255648076534271,0.0,0.0,0.0,
1_+861747+203964,1369.5,17.0,1264.0,998.5,1126.5,986.5,996.5,1004.5,1075.0,1189.5,1110.0,1274.5,315.5,18.322442776779614,77.41209503017873,0.05436486750841141,-0.06491902470588684,0.0,0.0,0.0,
1_+861747+203965,1369.5,17.0,1264.0,998.5,1125.5,987.0,1011.5,1004.5,1075.0,1189.5,1118.5,1274.5,315.5,18.322532608308027,77.41209503017873,0.05045713484287262,-0.06120805814862251,0.0,0.0,0.0,
1_+861747+203966,1369.5,17.0,1242.0,969.5,1128.5,990.0,1017.5,1005.0,1065.0,1195.5,1134.5,1270.0,315.5,18.322622439836437,77.41209503017873,0.054811760783195496,-0.04526565968990326,0.0,0.0,0.0,
1_+861747+203967,1369.5,17.0,1242.0,969.5,1116.5,992.0,1007.0,1005.0,1065.0,1195.5,1121.5,1270.0,315.5,18.32271227136485,77.41209503017873,0.0541781447827816,-0.050938915461301804,0.0,0.0,0.0,
1_+861747+203968,1374.0,17.5,1239.0,946.0,1118.0,979.5,995.5,990.0,1128.5,1218.0,1104.5,1367.0,335.0,18.322802102893263,77.41209503017873,0.05226318910717964,-0.057060740888118744,0.0,0.0,0.0,
1_+861747+203969,1300.0,9.0,1193.0,953.0,1044.0,899.0,933.0,948.0,1061.0,1130.0,1074.0,1292.0,398.0,18.322891934421673,77.41209503017873,0.07025410979986191,-0.052492279559373856,0.0,0.0,0.0,
1_+861747+203970,,,,,,,,,,,,,,18.322981765950086,77.41209503017873,,,,,,
1_+861748+203955,1368.5,17.5,1205.5,948.5,1123.5,981.0,995.5,988.0,1055.5,1166.0,1114.0,1260.5,326.5,18.321634293023905,77.41218486170715,0.05645792558789253,-0.03930472210049629,0.0,0.0,0.0,
1_+861748+203956,1371.0,18.5,1255.5,975.0,1132.0,980.0,996.5,997.5,1088.0,1194.0,1126.5,1282.5,323.0,18.32172412455232,77.41218486170715,0.06159306317567825,-0.05410659313201904,0.0,0.0,0.0,
1_+861748+203957,1371.0,18.5,1255.5,975.0,1125.0,974.0,987.0,997.5,1088.0,1194.0,1121.0,1282.5,323.0,18.32181395608073,77.41218486170715,0.06402318179607391,-0.05660098046064377,0.0,0.0,0.0,
1_+861748+203958,1371.0,18.5,1266.0,982.5,1120.0,978.5,987.5,988.0,1060.5,1174.5,1105.0,1239.0,323.0,18.32190378760914,77.41218486170715,0.056582171469926834,-0.0679042786359787,0.0,0.0,0.0,
1_+861748+203959,1371.0,18.5,1266.0,982.5,1126.5,977.0,993.0,988.0,1060.5,1174.5,1102.0,1239.0,323.0,18.321993619137555,77.41218486170715,0.05263383686542511,-0.0692576915025711,0.0,0.0,0.0,
1_+861748+203960,1371.0,18.5,1269.0,999.5,1127.5,983.0,1006.0,993.5,1073.0,1172.5,1129.5,1279.0,323.0,18.322083450665968,77.41218486170715,0.05855914577841759,-0.058015890419483185,0.0,0.0,0.0,
1_+861748+203961,1371.0,18.5,1269.0,999.5,1129.5,983.5,1004.0,993.5,1073.0,1172.5,1129.0,1279.0,323.0,18.322173282194377,77.41218486170715,0.05920690670609474,-0.05818082392215729,0.0,0.0,0.0,
1_+861748+203962,1369.5,17.0,1275.5,1007.0,1126.0,970.0,995.0,1001.5,1073.5,1181.0,1113.5,1272.0,315.5,18.32226311372279,77.41218486170715,0.056638702750205994,-0.06775960326194763,0.0,0.0,0.0,
1_+861748+203963,1369.5,17.0,1275.5,1007.0,1122.0,975.0,993.5,1001.5,1073.5,1181.0,1112.5,1272.0,315.5,18.3223529452512,77.41218486170715,0.05702068284153938,-0.06820406019687653,0.0,0.0,0.0,
1_+861748+203964,1369.5,17.0,1264.0,998.5,1132.5,985.0,1009.0,1004.5,1075.0,1189.5,1126.5,1274.5,315.5,18.322442776779614,77.41218486170715,0.05563865974545479,-0.057441938668489456,0.0,0.0,0.0,
1_+861748+203965,1369.5,17.0,1264.0,998.5,1125.0,980.0,1009.0,1004.5,1075.0,1189.5,1131.0,1274.5,315.5,18.322532608308027,77.41218486170715,0.05751792713999748,-0.055472277104854584,0.0,0.0,0.0,
1_+861748+203966,1369.5,17.0,1242.0,969.5,1130.0,978.0,1004.0,1005.0,1065.0,1195.5,1138.5,1270.0,315.5,18.322622439836437,77.41218486170715,0.06327991932630539,-0.04344068467617035,0.0,0.0,0.0,
1_+861748+203967,1369.5,17.0,1242.0,969.5,1137.0,982.5,995.5,1005.0,1065.0,1195.5,1119.5,1270.0,315.5,18.32271227136485,77.41218486170715,0.059136055409908295,-0.05182906240224838,0.0,0.0,0.0,
1_+861748+203968,1374.0,17.5,1239.0,946.0,1124.0,970.0,985.0,990.0,1128.5,1218.0,1096.0,1367.0,335.0,18.322802102893263,77.41218486170715,0.05385758355259895,-0.060951247811317444,0.0,0.0,0.0,
1_+861748+203969,1374.0,17.5,1239.0,946.0,1120.5,962.0,996.0,990.0,1128.5,1218.0,1123.0,1367.0,335.0,18.322891934421673,77.41218486170715,0.06045803427696228,-0.04920387268066406,0.0,0.0,0.0,
1_+861748+203970,1374.0,17.5,1308.0,993.0,1132.0,1000.0,1032.5,1064.5,1221.0,1353.0,1201.0,1459.5,335.0,18.322981765950086,77.41218486170715,0.07615623623132706,-0.04263458400964737,0.0,0.0,0.0,
1_+861749+203955,1368.5,17.5,1300.5,1019.5,1131.0,984.5,1000.5,997.0,1108.5,1217.5,1139.5,1328.5,326.5,18.321634293023905,77.41227469323556,0.0652618482708931,-0.0659005343914032,0.0,0.0,0.0,
1_+861749+203956,1371.0,18.5,1394.5,1080.0,1141.0,981.5,1006.0,1065.0,1198.0,1353.0,1160.5,1471.5,323.0,18.32172412455232,77.41227469323556,0.07139992713928223,-0.09154284000396729,0.0,0.0,0.0,
1_+861749+203957,1371.0,18.5,1394.5,1080.0,1110.0,963.0,965.0,1065.0,1198.0,1353.0,1168.0,1471.5,323.0,18.32181395608073,77.41227469323556,0.09485176205635071,-0.08897610008716583,0.0,0.0,0.0,
1_+861749+203958,1371.0,18.5,1379.5,1062.5,1112.5,956.0,958.5,1041.0,1193.5,1330.5,1136.5,1454.0,323.0,18.32190378760914,77.41227469323556,0.08516672998666763,-0.09692509472370148,0.0,0.0,0.0,
1_+861749+203959,1371.0,18.5,1379.5,1062.5,1115.0,962.0,982.0,1041.0,1193.5,1330.5,1116.0,1454.0,323.0,18.321993619137555,77.41227469323556,0.0644347220659256,-0.10558542609214783,0.0,0.0,0.0,
1_+861749+203960,1371.0,18.5,1342.0,1052.5,1120.0,965.0,987.0,1001.0,1111.5,1232.0,1128.5,1346.0,323.0,18.322083450665968,77.41227469323556,0.06735552102327347,-0.08648766577243805,0.0,0.0,0.0,
1_+861749+203961,1371.0,18.5,1342.0,1052.5,1126.5,970.5,987.5,1001.0,1111.5,1232.0,1118.5,1346.0,323.0,18.322173282194377,77.41227469323556,0.06273729354143143,-0.09089681506156921,0.0,0.0,0.0,
1_+861749+203962,1369.5,17.0,1319.0,1034.0,1125.0,974.0,990.0,1000.0,1110.5,1227.0,1131.5,1330.5,315.5,18.32226311372279,77.41227469323556,0.06739123910665512,-0.07655619829893112,0.0,0.0,0.0,
1_+861749+203963,1369.5,17.0,1319.0,1034.0,1124.5,990.0,1009.5,1000.0,1110.5,1227.0,1142.0,1330.5,315.5,18.3223529452512,77.41227469323556,0.06229475885629654,-0.07195976376533508,0.0,0.0,0.0,
1_+861749+203964,1369.5,17.0,1325.5,1043.0,1134.0,992.5,1028.0,1032.5,1137.0,1247.0,1151.5,1335.0,315.5,18.322442776779614,77.41227469323556,0.05720135197043419,-0.07028912007808685,0.0,0.0,0.0,
1_+861749+203965,1369.5,17.0,1325.5,1043.0,1133.0,993.5,1021.5,1032.5,1137.0,1247.0,1139.5,1335.0,315.5,18.322532608308027,77.41227469323556,0.05489078164100647,-0.07549308985471725,0.0,0.0,0.0,
1_+861749+203966,1369.5,17.0,1254.0,977.0,1129.5,988.5,1018.0,1007.5,1092.5,1194.0,1128.5,1305.5,315.5,18.322622439836437,77.41227469323556,0.0517590157687664,-0.052677929401397705,0.0,0.0,0.0,
1_+861749+203967,1369.5,17.0,1254.0,977.0,1131.0,985.0,1003.5,1007.5,1092.5,1194.0,1117.5,1305.5,315.5,18.32271227136485,77.41227469323556,0.05425434187054634,-0.05755837634205818,0.0,0.0,0.0,
1_+861749+203968,1374.0,17.5,1255.0,960.0,1106.0,969.5,981.5,995.5,1086.5,1176.0,1095.0,1288.5,335.0,18.322802102893263,77.41227469323556,0.05509331077337265,-0.06788217276334763,0.0,0.0,0.0,
1_+861749+203969,1374.0,17.5,1255.0,960.0,1109.0,969.0,996.0,995.5,1086.5,1176.0,1127.0,1288.5,335.0,18.322891934421673,77.41227469323556,0.06234987825155258,-0.05397902429103851,0.0,0.0,0.0,
1_+861749+203970,1374.0,17.5,1313.0,1009.0,1128.5,997.0,1032.5,1065.5,1137.0,1269.5,1183.0,1347.5,335.0,18.322981765950086,77.41227469323556,0.06858132779598236,-0.05202546715736389,0.0,0.0,0.0,
1_+861750+203955,1368.5,17.5,1300.5,1019.5,1142.5,991.5,1031.0,997.0,1108.5,1217.5,1199.5,1328.5,326.5,18.321634293023905,77.41236452476397,0.07591524720191956,-0.040471311658620834,0.0,0.0,0.0,
1_+861750+203956,1371.0,18.5,1394.5,1080.0,1169.0,1032.0,1096.5,1065.0,1198.0,1353.0,1366.5,1471.5,323.0,18.32172412455232,77.41236452476397,0.10976990312337875,-0.010226200334727764,0.0,0.0,0.0,
1_+861750+203957,1447.0,27.0,1412.0,1083.0,1203.0,1046.0,1105.0,1066.0,1181.0,1354.0,1411.0,1479.0,262.0,18.32181395608073,77.41236452476397,0.12162162363529205,-3.542330814525485E-4,0.0,0.0,0.0,
1_+861750+203958,1447.0,27.0,1370.0,1052.0,1210.0,1044.0,1106.0,1038.0,1130.0,1312.0,1281.0,1421.0,262.0,18.32190378760914,77.41236452476397,0.07331378012895584,-0.0335722379386425,0.0,0.0,0.0,
1_+861750+203959,1371.0,18.5,1379.5,1062.5,1138.0,1014.5,1039.5,1041.0,1193.5,1330.5,1231.5,1454.0,323.0,18.321993619137555,77.41236452476397,0.08406449109315872,-0.05719266086816788,0.0,0.0,0.0,
1_+861750+203960,1371.0,18.5,1342.0,1052.5,1144.5,991.5,1008.5,1001.0,1111.5,1232.0,1163.0,1346.0,323.0,18.322083450665968,77.41236452476397,0.07121183723211288,-0.0715385377407074,0.0,0.0,0.0,
1_+861750+203961,1371.0,18.5,1342.0,1052.5,1129.5,970.5,985.5,1001.0,1111.5,1232.0,1133.5,1346.0,323.0,18.322173282194377,77.41236452476397,0.07023211568593979,-0.084233857691288,0.0,0.0,0.0,
1_+861750+203962,1369.5,17.0,1319.0,1034.0,1122.5,966.5,986.0,1000.0,1110.5,1227.0,1119.5,1330.5,315.5,18.32226311372279,77.41236452476397,0.0646788626909256,-0.08183887600898743,0.0,0.0,0.0,
1_+861750+203963,1369.5,17.0,1319.0,1034.0,1133.0,986.5,1010.0,1000.0,1110.5,1227.0,1153.0,1330.5,315.5,18.3223529452512,77.41236452476397,0.06706343591213226,-0.06746107339859009,0.0,0.0,0.0,
1_+861750+203964,1369.5,17.0,1325.5,1043.0,1142.0,1022.0,1063.0,1032.5,1137.0,1247.0,1214.0,1335.0,315.5,18.322442776779614,77.41236452476397,0.06720514595508575,-0.04409138113260269,0.0,0.0,0.0,
1_+861750+203965,1369.5,17.0,1325.5,1043.0,1144.5,1031.0,1073.0,1032.5,1137.0,1247.0,1210.0,1335.0,315.5,18.322532608308027,77.41236452476397,0.060479115694761276,-0.04551126807928085,0.0,0.0,0.0,
1_+861750+203966,1369.5,17.0,1254.0,977.0,1137.0,999.5,1045.0,1007.5,1092.5,1194.0,1166.0,1305.5,315.5,18.322622439836437,77.41236452476397,0.05479539558291435,-0.036397986114025116,0.0,0.0,0.0,
1_+861750+203967,1369.5,17.0,1254.0,977.0,1117.0,980.5,1012.0,1007.5,1092.5,1194.0,1131.0,1305.5,315.5,18.32271227136485,77.41236452476397,0.05583473667502403,-0.05157668888568878,0.0,0.0,0.0,
1_+861750+203968,1374.0,17.5,1255.0,960.0,1116.5,964.0,989.5,995.5,1086.5,1176.0,1098.0,1288.5,335.0,18.322802102893263,77.41236452476397,0.052491627633571625,-0.06660701334476471,0.0,0.0,0.0,
1_+861750+203969,1374.0,17.5,1255.0,960.0,1133.0,990.5,1005.0,995.5,1086.5,1176.0,1193.5,1288.5,335.0,18.322891934421673,77.41236452476397,0.08629915863275528,-0.025198059156537056,0.0,0.0,0.0,
1_+861750+203970,1374.0,17.5,1313.0,1009.0,1137.0,1000.5,1038.5,1065.5,1137.0,1269.5,1230.5,1347.5,335.0,18.322981765950086,77.41236452476397,0.0848446860909462,-0.032270096242427826,0.0,0.0,0.0,
1_+861751+203955,1387.0,16.5,1440.0,1126.0,1152.5,1024.0,1075.5,1112.0,1212.5,1349.5,1262.5,1449.0,349.0,18.321634293023905,77.41245435629239,0.08049358427524567,-0.06566020846366882,0.0,0.0,0.0,
1_+861751+203956,1384.5,16.5,1548.0,1182.5,1187.0,1065.5,1129.0,1194.0,1308.5,1431.0,1372.5,1534.5,328.5,18.32172412455232,77.41245435629239,0.09745971113443375,-0.060005880892276764,0.0,0.0,0.0,
1_+861751+203957,1384.5,16.5,1548.0,1182.5,1183.5,1060.0,1133.5,1194.0,1308.5,1431.0,1442.0,1534.5,328.5,18.32181395608073,77.41245435629239,0.11959334462881088,-0.03552572801709175,0.0,0.0,0.0,
1_+861751+203958,1461.0,24.0,1540.0,1143.0,1217.0,1102.0,1149.0,1143.0,1244.0,1359.0,1381.0,1471.0,267.0,18.32190378760914,77.41245435629239,0.09169960767030716,-0.05443341284990311,0.0,0.0,0.0,
1_+861751+203959,1384.5,16.5,1506.5,1143.0,1155.0,1045.0,1118.0,1147.5,1240.5,1348.0,1344.5,1496.5,328.5,18.321993619137555,77.41245435629239,0.09210927784442902,-0.056699223816394806,0.0,0.0,0.0,
1_+861751+203960,1384.5,16.5,1459.0,1114.5,1160.5,1033.5,1131.0,1081.5,1186.0,1292.5,1338.5,1432.0,328.5,18.322083450665968,77.41245435629239,0.08423181623220444,-0.04282033443450928,0.0,0.0,0.0,
1_+861751+203961,1384.5,16.5,1459.0,1114.5,1150.0,1016.5,1076.0,1081.5,1186.0,1292.5,1327.0,1432.0,328.5,18.322173282194377,77.41245435629239,0.10434962809085846,-0.0472569465637207,0.0,0.0,0.0,
1_+861751+203962,1381.0,16.0,1462.0,1128.0,1116.5,1010.5,1020.5,1080.5,1213.5,1327.5,1266.5,1489.5,337.0,18.32226311372279,77.41245435629239,0.10776210576295853,-0.07148073613643646,0.0,0.0,0.0,
1_+861751+203963,1381.0,16.0,1462.0,1128.0,1133.0,1013.0,1055.5,1080.5,1213.5,1327.5,1257.0,1489.5,337.0,18.3223529452512,77.41245435629239,0.08758540451526642,-0.07522912323474884,0.0,0.0,0.0,
1_+861751+203964,1381.0,16.0,1450.5,1138.0,1147.0,1024.5,1083.5,1096.5,1201.5,1322.0,1215.5,1446.5,337.0,18.322442776779614,77.41245435629239,0.05814158916473389,-0.08835707604885101,0.0,0.0,0.0,
1_+861751+203965,1381.0,16.0,1450.5,1138.0,1151.5,1035.0,1091.5,1096.5,1201.5,1322.0,1231.0,1446.5,337.0,18.322532608308027,77.41245435629239,0.06059727072715759,-0.08200117945671082,0.0,0.0,0.0,
1_+861751+203966,1381.0,16.0,1338.0,1062.0,1147.5,1006.5,1051.0,1052.0,1148.0,1243.0,1187.5,1380.5,337.0,18.322622439836437,77.41245435629239,0.06126484274864197,-0.059592701494693756,0.0,0.0,0.0,
1_+861751+203967,1381.0,16.0,1338.0,1062.0,1123.0,974.5,1005.0,1052.0,1148.0,1243.0,1119.0,1380.5,337.0,18.32271227136485,77.41245435629239,0.054137807339429855,-0.08913560211658478,0.0,0.0,0.0,
1_+861751+203968,1395.0,17.0,1334.5,1015.0,1122.0,963.5,983.5,1039.0,1161.0,1273.5,1095.0,1393.5,354.5,18.322802102893263,77.41245435629239,0.05433747544884682,-0.0988788828253746,0.0,0.0,0.0,
1_+861751+203969,1395.0,17.0,1334.5,1015.0,1143.0,997.5,1013.5,1039.0,1161.0,1273.5,1232.5,1393.5,354.5,18.322891934421673,77.41245435629239,0.09758811444044113,-0.040161553770303726,0.0,0.0,0.0,
1_+861751+203970,1395.0,17.0,1313.5,1013.5,1151.5,1015.5,1045.0,1060.0,1175.5,1322.5,1249.0,1436.0,354.5,18.322981765950086,77.41245435629239,0.08903355151414871,-0.025373190641403198,0.0,0.0,0.0,
1_+861752+203954,1387.0,16.5,1440.0,1126.0,1171.5,1054.0,1117.5,1112.0,1212.5,1349.5,1327.5,1449.0,349.0,18.321544461495495,77.4125441878208,0.08589427173137665,-0.040507666766643524,0.0,0.0,0.0,
1_+861752+203955,1387.0,16.5,1440.0,1126.0,1191.0,1074.0,1145.0,1112.0,1212.5,1349.5,1349.0,1449.0,349.0,18.321634293023905,77.4125441878208,0.08167938143014908,-0.03256989270448685,0.0,0.0,0.0,
1_+861752+203956,1384.5,16.5,1548.0,1182.5,1203.0,1094.0,1179.0,1194.0,1308.5,1431.0,1357.5,1534.5,328.5,18.32172412455232,77.4125441878208,0.07000219076871872,-0.06577847898006439,0.0,0.0,0.0,
1_+861752+203957,1384.5,16.5,1548.0,1182.5,1195.0,1090.0,1162.0,1194.0,1308.5,1431.0,1319.5,1534.5,328.5,18.32181395608073,77.4125441878208,0.06336948275566101,-0.0797445997595787,0.0,0.0,0.0,
1_+861752+203958,1384.5,16.5,1506.5,1143.0,1167.0,1060.5,1100.0,1147.5,1240.5,1348.0,1261.5,1496.5,328.5,18.32190378760914,77.4125441878208,0.06842543929815292,-0.08838023245334625,0.0,0.0,0.0,
1_+861752+203959,1384.5,16.5,1506.5,1143.0,1145.5,1007.5,1052.5,1147.5,1240.5,1348.0,1205.5,1496.5,328.5,18.321993619137555,77.4125441878208,0.06810814887285233,-0.1109517514705658,0.0,0.0,0.0,
1_+861752+203960,1384.5,16.5,1459.0,1114.5,1130.0,985.0,1023.5,1081.5,1186.0,1292.5,1210.0,1432.0,328.5,18.322083450665968,77.4125441878208,0.08417952805757523,-0.09377294778823853,0.0,0.0,0.0,
1_+861752+203961,1384.5,16.5,1459.0,1114.5,1157.5,1013.5,1053.0,1081.5,1186.0,1292.5,1281.0,1432.0,328.5,18.322173282194377,77.4125441878208,0.09807515889406204,-0.06499651074409485,0.0,0.0,0.0,
1_+861752+203962,1381.0,16.0,1462.0,1128.0,1170.0,1034.5,1074.0,1080.5,1213.5,1327.5,1338.5,1489.5,337.0,18.32226311372279,77.4125441878208,0.11017817258834839,-0.04404450207948685,0.0,0.0,0.0,
1_+861752+203963,1381.0,16.0,1462.0,1128.0,1181.0,1043.0,1107.0,1080.5,1213.5,1327.5,1370.5,1489.5,337.0,18.3223529452512,77.4125441878208,0.10646433383226395,-0.03221456706523895,0.0,0.0,0.0,
1_+861752+203964,1381.0,16.0,1450.5,1138.0,1166.0,1045.0,1106.5,1096.5,1201.5,1322.0,1313.5,1446.5,337.0,18.322442776779614,77.4125441878208,0.08551068603992462,-0.04955095052719116,0.0,0.0,0.0,
1_+861752+203965,1381.0,16.0,1450.5,1138.0,1165.5,1047.0,1113.0,1096.5,1201.5,1322.0,1311.5,1446.5,337.0,18.322532608308027,77.4125441878208,0.08183039724826813,-0.05029711872339249,0.0,0.0,0.0,
1_+861752+203966,1381.0,16.0,1338.0,1062.0,1155.5,1025.5,1087.0,1052.0,1148.0,1243.0,1243.0,1380.5,337.0,18.322622439836437,77.4125441878208,0.06703636795282364,-0.036808326840400696,0.0,0.0,0.0,
1_+861752+203967,1381.0,16.0,1338.0,1062.0,1127.5,993.5,1043.5,1052.0,1148.0,1243.0,1172.5,1380.5,337.0,18.32271227136485,77.4125441878208,0.05829767510294914,-0.06596381217241287,0.0,0.0,0.0,
1_+861752+203968,1395.0,17.0,1334.5,1015.0,1119.5,993.0,1020.0,1039.0,1161.0,1273.5,1151.5,1393.5,354.5,18.322802102893263,77.4125441878208,0.061073895543813705,-0.07367993146181107,0.0,0.0,0.0,
1_+861752+203969,1395.0,17.0,1334.5,1015.0,1136.5,1007.0,1041.0,1039.0,1161.0,1273.5,1260.0,1393.5,354.5,18.322891934421673,77.4125441878208,0.09528888016939163,-0.02873530238866806,0.0,0.0,0.0,
1_+861752+203970,1395.0,17.0,1313.5,1013.5,1145.0,1008.5,1054.0,1060.0,1175.5,1322.5,1213.0,1436.0,354.5,18.322981765950086,77.4125441878208,0.07003802806138992,-0.03995605185627937,0.0,0.0,0.0,
1_+861753+203954,1387.0,16.5,1428.0,1094.0,1141.0,1021.0,1033.5,1139.5,1276.5,1422.5,1290.5,1509.0,349.0,18.321544461495495,77.41263401934921,0.11118173599243164,-0.0505443699657917,0.0,0.0,0.0,
1_+861753+203955,1387.0,16.5,1428.0,1094.0,1182.0,1077.0,1125.5,1139.5,1276.5,1422.5,1342.5,1509.0,349.0,18.321634293023905,77.41263401934921,0.08885466307401657,-0.03076413832604885,0.0,0.0,0.0,
1_+861753+203956,1384.5,16.5,1474.5,1166.5,1210.0,1123.0,1214.0,1209.0,1321.5,1438.5,1359.0,1550.5,328.5,18.32172412455232,77.41263401934921,0.05621283873915672,-0.040910568088293076,0.0,0.0,0.0,
1_+861753+203957,1384.5,16.5,1474.5,1166.5,1201.0,1110.0,1214.0,1209.0,1321.5,1438.5,1364.0,1550.5,328.5,18.32181395608073,77.41263401934921,0.057890281081199646,-0.039262522011995316,0.0,0.0,0.0,
1_+861753+203958,1384.5,16.5,1399.0,1103.5,1187.0,1074.0,1152.0,1088.5,1185.5,1309.5,1293.5,1398.0,328.5,18.32190378760914,77.41263401934921,0.0575781986117363,-0.03940944746136665,0.0,0.0,0.0,
1_+861753+203959,1384.5,16.5,1399.0,1103.5,1151.5,1008.0,1044.0,1088.5,1185.5,1309.5,1174.5,1398.0,328.5,18.321993619137555,77.41263401934921,0.059071823954582214,-0.08720812201499939,0.0,0.0,0.0,
1_+861753+203960,1384.5,16.5,1356.0,1047.5,1122.0,964.0,991.5,1014.0,1082.5,1206.0,1125.0,1317.0,328.5,18.322083450665968,77.41263401934921,0.06370937079191208,-0.09304498136043549,0.0,0.0,0.0,
1_+861753+203961,1384.5,16.5,1356.0,1047.5,1125.0,982.5,1003.5,1014.0,1082.5,1206.0,1152.0,1317.0,328.5,18.322173282194377,77.41263401934921,0.06979281455278397,-0.08127684891223907,0.0,0.0,0.0,
1_+861753+203962,1381.0,16.0,1419.0,1104.0,1131.5,985.0,1020.0,1052.0,1144.0,1267.5,1156.5,1366.0,337.0,18.32226311372279,77.41263401934921,0.06349685043096542,-0.10221816599369049,0.0,0.0,0.0,
1_+861753+203963,1381.0,16.0,1419.0,1104.0,1138.5,1007.0,1037.0,1052.0,1144.0,1267.5,1208.5,1366.0,337.0,18.3223529452512,77.41263401934921,0.07711014896631241,-0.08055821061134338,0.0,0.0,0.0,
1_+861753+203964,1381.0,16.0,1459.0,1142.0,1152.5,1017.5,1068.0,1093.0,1183.0,1306.0,1228.5,1412.0,337.0,18.322442776779614,77.41263401934921,0.07028905302286148,-0.08605822920799255,0.0,0.0,0.0,
1_+861753+203965,1381.0,16.0,1459.0,1142.0,1166.0,1032.0,1077.5,1093.0,1183.0,1306.0,1241.5,1412.0,337.0,18.322532608308027,77.41263401934921,0.07123921811580658,-0.08030575513839722,0.0,0.0,0.0,
1_+861753+203966,1381.0,16.0,1514.5,1176.0,1168.0,1041.5,1087.5,1130.5,1238.5,1362.0,1271.0,1504.5,337.0,18.322622439836437,77.41263401934921,0.07815480977296829,-0.08688242733478546,0.0,0.0,0.0,
1_+861753+203967,1381.0,16.0,1514.5,1176.0,1165.5,1041.0,1105.0,1130.5,1238.5,1362.0,1298.0,1504.5,337.0,18.32271227136485,77.41263401934921,0.08058781176805496,-0.0764557421207428,0.0,0.0,0.0,
1_+861753+203968,1395.0,17.0,1334.5,1015.0,1119.5,993.0,1020.0,1039.0,1161.0,1273.5,1151.5,1393.5,354.5,18.322802102893263,77.41263401934921,0.061073895543813705,-0.07367993146181107,0.0,0.0,0.0,
1_+861753+203969,1395.0,17.0,1334.5,1015.0,1136.5,1007.0,1041.0,1039.0,1161.0,1273.5,1260.0,1393.5,354.5,18.322891934421673,77.41263401934921,0.09528888016939163,-0.02873530238866806,0.0,0.0,0.0,
1_+861754+203954,1387.0,16.5,1428.0,1094.0,1128.5,1009.0,996.0,1139.5,1276.5,1422.5,1355.0,1509.0,349.0,18.321544461495495,77.41272385087761,0.1528921127319336,-0.02611112967133522,0.0,0.0,0.0,
1_+861754+203955,1453.0,24.0,1459.0,1090.0,1239.0,1132.0,1180.0,1164.0,1276.0,1438.0,1362.0,1531.0,274.0,18.321634293023905,77.41272385087761,0.07159716635942459,-0.034384969621896744,0.0,0.0,0.0,
1_+861754+203956,1384.5,16.5,1474.5,1166.5,1215.5,1132.5,1223.5,1209.0,1321.5,1438.5,1364.5,1550.5,328.5,18.32172412455232,77.41272385087761,0.0544607974588871,-0.03882848843932152,0.0,0.0,0.0,
1_+861754+203957,1384.5,16.5,1474.5,1166.5,1221.0,1133.0,1226.0,1209.0,1321.5,1438.5,1383.5,1550.5,328.5,18.32181395608073,77.41272385087761,0.06004850193858147,-0.0321359857916832,0.0,0.0,0.0,
1_+861754+203958,1384.5,16.5,1399.0,1103.5,1188.0,1073.5,1144.5,1088.5,1185.5,1309.5,1286.5,1398.0,328.5,18.32190378760914,77.41272385087761,0.05827728658914566,-0.041986528784036636,0.0,0.0,0.0,
1_+861754+203959,1384.5,16.5,1399.0,1103.5,1135.5,998.0,1038.0,1088.5,1185.5,1309.5,1170.5,1398.0,328.5,18.321993619137555,77.41272385087761,0.06040455400943756,-0.08890368044376373,0.0,0.0,0.0,
1_+861754+203960,1384.5,16.5,1356.0,1047.5,1120.0,969.0,998.5,1014.0,1082.5,1206.0,1121.5,1317.0,328.5,18.322083450665968,77.41272385087761,0.058518048375844955,-0.09447624534368515,0.0,0.0,0.0,
